"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_pcr_2008","iqb_factor_2008"
"17","ACrodrigues alves",120042,"1200427",0.567,"AC","rodrigues alves","Acre",7.94875611002499,6.37424086696145,0,13020,0,13020,0,"Não","Masculino",0,"48",0.0653266331658292,0,0.969849246231156,0.0310880829015544,0,0,0,1,"AC","Rodrigues Alves","rodrigues alves","13695843.85",16.4326029761596,0.065318363777533,0.677951064096139
"18","ACsanta rosa do purus",120043,"1200435",0.517,"AC","santa rosa do purus","Acre",7.84226699585861,5.70438229472817,0,4165,0,4165,0,"Não","Masculino",0,"47",0.0398009950248756,0,0.985074626865672,0.0151515151515152,1,1,1,0,"AC","Santa Rosa do Purus","santa rosa do purus","10320827.23",16.149674472751,0.0665477598158013,0.667030613061071
"19","ACsena madureira",120050,"1200500",0.603,"AC","sena madureira","Acre",7.77039625798951,4.92194978926357,0,35544,0,35544,1,"Sim","Masculino",1,"48",0.111278195488722,0,0.950375939849624,0.0522151898734177,0,0,0,1,"AC","Sena Madureira","sena madureira","43187280.21",17.5810565702752,0.0624542955595065,0.698514636688581
"20","ACsenador guiomard",120045,"1200450",0.64,"AC","senador guiomard","Acre",7.71159374138471,3.05305734017326,0,19506,1,19506,0,"Não","Masculino",0,"29",0.204702627939142,0,0.885200553250346,0.1296875,0,0,0,1,"AC","Senador Guiomard","senador guiomard","21554170.54",16.8860798843281,0.0596024735002898,0.736194062738319
"21","ACtarauaca",120060,"1200609",0.539,"AC","tarauaca","Acre",7.87164308262157,5.94578703361133,0,33368,1,33368,1,"Sim","Masculino",0,"40",0.0579150579150579,0.00704225352112676,0.822393822393822,0.0715962441314554,0,0,0,1,"AC","Tarauaca","tarauaca","30336630.78",17.2278664769378,0.0697423999934696,0.669292899806103
"22","ACxapuri",120070,"1200708",0.599,"AC","xapuri","Acre",7.7395812067775,4.67208089127072,0,14848,0,14848,1,"Não","Masculino",1,"45",0.172489082969432,0.0101781170483461,0.858078602620087,0.129770992366412,0,0,0,1,"AC","Xapuri","xapuri","13854204.84",16.4440993430769,0.0631554832582213,0.719868285869972
"23","ALagua branca",270010,"2700102",0.549,"AL","agua branca","Alagoas",7.17310738310022,5.50439613923565,0,19882,0,19882,1,"Não","Masculino",0,"52",0.162127107652399,0.0224550898203593,0.866407263294423,0.12874251497006,0,0,0,1,"AL","agua Branca","agua branca","18492069.84",16.7328525408515,0.0644403430585217,0.714629276152942
"24","ALanadia",270020,"2700201",0.568,"AL","anadia","Alagoas",7.26606588449684,4.13356527537538,0,17765,0,17765,0,"Não","Feminino",1,"44",0.184412733260154,0,0.830954994511526,0.0409511228533686,1,0,0,0,"AL","Anadia","anadia","17152332.24",16.6576447130009,0.0540322164568749,0.736611577328286
"25","ALarapiraca",270030,"2700300",0.649,"AL","arapiraca","Alagoas",7.23933700509894,4.6243844049119,0,208447,0,208447,1,"Sim","Masculino",1,"50",0.344594594594595,0,0.902871621621622,0.0528531337698784,0,0,0,1,"AL","Arapiraca","arapiraca","227287925.8",19.2417281673063,0.0387338367284457,0.815678634653167
"26","ALatalaia",270040,"2700409",0.561,"AL","atalaia","Alagoas",7.29144501521246,3.59621576925052,0,51903,0,51903,0,"Sim","Masculino",0,"52",0.069910897875257,0,0.947909527073338,0.0549530007230658,0,0,0,1,"AL","Atalaia","atalaia","37692300.2",17.4449663928319,0.0669053514868895,0.677400332427851
"27","ALbarra de santo antonio",270050,"2700508",0.557,"AL","barra de santo antonio","Alagoas",7.3279973348933,3.64571095871256,0,14159,0,14159,1,"Não","Feminino",1,"59",0.143283582089552,0.0445269016697588,0.804477611940299,0.0630797773654917,0,0,0,1,"AL","Barra de Santo Antonio","barra de santo antonio","18345812.43",16.7249119009724,0.0612794955911242,0.71273493811038
"28","ALbarra de sao miguel",270060,"2700607",0.615,"AL","barra de sao miguel","Alagoas",7.28659574266113,3.299164656097,0,7467,1,7467,1,"Sim","Masculino",0,"48",0.184254606365159,0.0382882882882883,0.743718592964824,0.130630630630631,0,0,0,1,"AL","Barra de Sao Miguel","barra de sao miguel","22661798.18",16.9361911652259,0.0627574700039269,0.725322279534061
"29","ALbatalha",270070,"2700706",0.594,"AL","batalha","Alagoas",7.21048604963544,5.02631177348126,0,16735,0,16735,0,"Sim","Masculino",1,"30",0.103494623655914,0.00431034482758621,0.935483870967742,0.0632183908045977,0,0,0,1,"AL","Batalha","batalha","17754312.62",16.6921390088816,0.0643060024509175,0.693232940606234
"30","ALbelem",270080,"2700805",0.593,"AL","belem","Alagoas",7.25791202555362,4.42676096601405,0,5165,0,5165,1,"Sim","Feminino",0,"41",0.1571072319202,0,0.920199501246883,0.0867208672086721,0,0,0,1,"AL","Belem","belem","8100482.73",15.9074342141632,0.0607542509104614,0.717416531636447
"31","ALbelo monte",270090,"2700904",0.517,"AL","belo monte","Alagoas",7.19323492787872,5.13738541243255,0,7452,0,7452,0,"Não","Masculino",0,"47",0.110091743119266,0.0720338983050847,0.7217125382263,0.203389830508475,0,0,0,1,"AL","Belo Monte","belo monte","9483918.71",16.0651081548528,0.0774500820649263,0.678927107943942
"32","ALboca da mata",270100,"2701001",0.604,"AL","boca da mata","Alagoas",7.27328688663116,3.97480999352691,0,25882,1,25882,1,"Sim","Masculino",1,"47",0.224422442244224,0.018796992481203,0.877887788778878,0.112781954887218,0,0,0,1,"AL","Boca da Mata","boca da mata","27990952.25",17.1473918819919,0.0566239582414713,0.747887522031069
"33","ALbranquinha",270110,"2701100",0.513,"AL","branquinha","Alagoas",7.30162677345392,4.02356438016105,0,12142,0,12142,0,"Não","Feminino",1,"41",0.100977198697068,0,0.985342019543974,0.0148760330578512,0,0,0,1,"AL","Branquinha","branquinha","14038092.84",16.4572851097283,0.0602900808565128,0.69780429092343
"34","ALcacimbinhas",270120,"2701209",0.531,"AL","cacimbinhas","Alagoas",7.2315402284142,4.94705631245338,0,10131,0,10131,0,"Não","Masculino",0,"57",0.369393139841689,0.00864553314121038,0.9155672823219,0.0461095100864553,1,0,0,0,"AL","Cacimbinhas","cacimbinhas","10094239.84",16.12747550625,0.0358499451379194,0.828837052568229
"35","ALcajueiro",270130,"2701308",0.562,"AL","cajueiro","Alagoas",7.28691747866925,4.00423748941596,0,20670,0,20670,0,"Sim","Masculino",0,"38",0.109619686800895,0,0.992170022371365,0.00789177001127396,0,0,0,1,"AL","Cajueiro","cajueiro","23985541.47",16.9929617680231,0.0588082367735949,0.702982431569083
"36","ALcampestre",270135,"2701357",0.559,"AL","campestre","Alagoas",7.34449293039441,4.53259949315326,0,6187,0,6187,0,"Não","Masculino",0,"55",0.189526184538653,0.0506329113924051,0.591022443890274,0.371308016877637,0,0,0,1,"AL","Campestre","campestre","8324804.78",15.934750143706,0.0832554173985896,0.699029596086532
"37","ALcampo alegre",270140,"2701407",0.57,"AL","campo alegre","Alagoas",7.25917946177058,4.23018578513351,0,46671,0,46671,0,"Sim","Masculino",1,"61",0.189224704336399,0.0480132450331126,0.793692509855453,0.0413907284768212,0,0,0,1,"AL","Campo Alegre","campo alegre","34957425.48",17.3696414641635,0.054821318710002,0.738370112578201
"38","ALcampo grande",270150,"2701506",0.524,"AL","campo grande","Alagoas",7.22210605904229,4.78982235812033,0,9845,0,9845,0,"Sim","Masculino",0,"49",0.3715953307393,0.0783410138248848,0.844357976653696,0.0460829493087558,0,0,0,1,"AL","Campo Grande","campo grande","12286198.24",16.3239870960145,0.0374255624271329,0.829065882155835
"39","ALcanapi",270160,"2701605",0.506,"AL","canapi","Alagoas",7.20228882638302,5.36466674708957,0,18313,0,18313,0,"Sim","Masculino",1,"37",0.0939306358381503,0,0.965317919075145,0.0359281437125748,0,0,0,1,"AL","Canapi","canapi","20004909.96",16.8114882993886,0.0628201635676305,0.691745546335693
"40","ALcapela",270170,"2701704",0.573,"AL","capela","Alagoas",7.29168345675965,3.84929617551984,0,17504,1,17504,0,"Sim","Masculino",1,"58",0.100113765642776,0.0201729106628242,0.789533560864619,0.015850144092219,0,0,0,1,"AL","Capela","capela","21013162.96",16.8606596069449,0.0609835785457426,0.696998932699363
"43","ALcoite do noia",270200,"2702009",0.533,"AL","coite do noia","Alagoas",7.24966982220764,4.52828914165213,0,11217,0,11217,0,"Não","Masculino",0,"43",0.215568862275449,0,0.926147704590818,0.0732758620689655,0,0,0,1,"AL","Coite do Noia","coite do noia","11770661.8",16.2811207053533,0.0536396473888879,0.748401256738462
"44","ALcolonia leopoldina",270210,"2702108",0.517,"AL","colonia leopoldina","Alagoas",7.33253923725447,4.43295736334242,0,19946,0,19946,1,"Não","Masculino",0,"32",0.156983930778739,0.0120643431635389,0.9221260815822,0.0723860589812333,0,0,0,1,"AL","Colonia Leopoldina","colonia leopoldina","21639313.81",16.8900223021052,0.0598449524254174,0.718916559926404
"45","ALcoqueiro seco",270220,"2702207",0.586,"AL","coqueiro seco","Alagoas",7.30074286557919,2.089391872533,0,5493,0,5493,0,"Não","Masculino",1,"42",0.267741935483871,0,0.861290322580645,0.161048689138577,0,0,0,1,"AL","Coqueiro Seco","coqueiro seco","7614755.78",15.8455984728844,0.0558780141393262,0.76412011923117
"46","ALcoruripe",270230,"2702306",0.626,"AL","coruripe","Alagoas",7.25827129560529,4.25362491986936,0,52584,1,52584,1,"Sim","Masculino",1,"29",0.197663971248877,0.0448760884125921,0.670709793351303,0.340924313462827,0,0,0,1,"AL","Coruripe","coruripe","76059831.44",18.1470308443168,0.0796620655605521,0.706825520971551
"47","ALcraibas",270235,"2702355",0.525,"AL","craibas","Alagoas",7.23746182268915,4.73065680602951,0,23079,0,23079,1,"Sim","Masculino",1,"48",0.0980926430517711,0.0463414634146341,0.744777475022707,0.0475609756097561,0,0,0,1,"AL","Craibas","craibas","24845458.27",17.0281855280084,0.0645957045389319,0.691859872419052
"48","ALdelmiro gouveia",270240,"2702405",0.612,"AL","delmiro gouveia","Alagoas",7.16303295432489,5.52102082103384,0,47991,1,47991,1,"Não","Masculino",0,"57",0.130892956184138,0,0.657237936772047,0.370464135021097,0,0,0,1,"AL","Delmiro Gouveia","delmiro gouveia","54747785.69",17.8182474818247,0.087848258497265,0.670307618706274
"49","ALdois riachos",270250,"2702504",0.532,"AL","dois riachos","Alagoas",7.22435274284761,5.0293916225787,0,11196,0,11196,0,"Não","Feminino",0,"39",0.229885057471264,0,0.934865900383142,0.069672131147541,0,0,0,1,"AL","Dois Riachos","dois riachos","11437846.31",16.2524382665775,0.0518706157727225,0.756026086460809
"50","ALestrela de alagoas",270255,"2702553",0.534,"AL","estrela de alagoas","Alagoas",7.24736544429428,4.75806293209123,0,17180,0,17180,0,"Não","Masculino",0,"54",0.242494226327945,0,0.967667436489607,0.0334128878281623,0,0,0,1,"AL","Estrela de Alagoas","estrela de alagoas","15763814.97",16.573227679725,0.0474647649306885,0.76669882155516
"52","ALfeliz deserto",270270,"2702702",0.565,"AL","feliz deserto","Alagoas",7.24329136326374,4.53870981928782,0,4503,1,4503,0,"Não","Masculino",1,"30",0.140540540540541,0,0.82972972972973,0.205211726384365,0,0,0,1,"AL","Feliz Deserto","feliz deserto","10298134.46",16.1474733164072,0.0726413286644164,0.694920063794258
"53","ALflexeiras",270280,"2702801",0.527,"AL","flexeiras","Alagoas",7.31963973889248,3.77849161280362,0,12271,0,12271,0,"Não","Masculino",1,"46",0.0801630434782609,0,1,0,0,0,0,1,"AL","Flexeiras","flexeiras","16312455.79",16.6074395328519,0.0611306518890033,0.68912449348097
"54","ALgirau do ponciano",270290,"2702900",0.536,"AL","girau do ponciano","Alagoas",7.22250032323361,4.80655880549927,0,36250,1,36250,1,"Sim","Masculino",1,"26",0.100553505535055,0,0.967712177121771,0.0333651096282174,0,0,0,1,"AL","Girau do Ponciano","girau do ponciano","31754508.04",17.2735452587358,0.0619246721539941,0.695380049501028
"55","ALibateguara",270300,"2703007",0.518,"AL","ibateguara","Alagoas",7.31686042078867,4.38502214365368,0,15805,1,15805,0,"Sim","Feminino",1,"45",0.0975975975975976,0.0606060606060606,0.743243243243243,0.127272727272727,0,0,0,1,"AL","Ibateguara","ibateguara","15886116.59",16.5809561153148,0.0718760851561141,0.681897096848296
"56","ALigaci",270310,"2703106",0.564,"AL","igaci","Alagoas",7.24977637786709,4.60116216459055,0,25860,0,25860,0,"Não","Masculino",1,"28",0.195338512763596,0,0.964483906770255,0.0368239355581128,0,0,0,1,"AL","Igaci","igaci","22557776.06",16.9315904008342,0.0525636187875,0.742595347134924
"57","ALigreja nova",270320,"2703205",0.568,"AL","igreja nova","Alagoas",7.22465143407231,4.73312355029855,0,23606,0,23606,0,"Sim","Masculino",1,"66",0.245508982035928,0.0318181818181818,0.790419161676647,0.121212121212121,0,0,0,1,"AL","Igreja Nova","igreja nova","24454147.31",17.0123103836315,0.055537538847581,0.757310547199903
"58","ALjacare dos homens",270340,"2703403",0.583,"AL","jacare dos homens","Alagoas",7.20674072690527,5.08252175289637,0,5890,0,5890,0,"Não","Masculino",0,"39",0.0249307479224377,0,0.775623268698061,0.175,0,0,0,1,"AL","Jacare dos Homens","jacare dos homens","8970866.27",16.009492803508,0.0818217548999111,0.640440128855894
"59","ALjacuipe",270350,"2703502",0.548,"AL","jacuipe","Alagoas",7.35119031834193,4.56923207918246,0,7076,0,7076,0,"Sim","Masculino",0,"53",0.0515021459227468,0.0625,0.583690987124464,0.143382352941176,0,0,0,1,"AL","Jacuipe","jacuipe","10169348.85",16.1348887394263,0.0780088820158207,0.656783679304181
"61","ALjaramataia",270370,"2703700",0.552,"AL","jaramataia","Alagoas",7.21978112269842,4.93368225292813,0,6112,0,6112,0,"Sim","Masculino",0,"54",0.304878048780488,0,0.981707317073171,0.0186335403726708,1,0,0,0,"AL","Jaramataia","jaramataia","8942085.02",16.0062793436709,0.0398356315723806,0.799814018663577
"62","ALjequia da praia",270375,"2703759",0.556,"AL","jequia da praia","Alagoas",7.27289132661365,3.90439397826365,0,11741,0,11741,1,"Não","Masculino",1,"36",0.412746585735964,0,0.901365705614568,0.109427609427609,0,0,0,1,"AL","Jequia da Praia","jequia da praia","16974064.42",16.6471971147208,0.0366585767927264,0.843158219145801
"63","ALjoaquim gomes",270380,"2703809",0.531,"AL","joaquim gomes","Alagoas",7.32273497945889,4.08227198098783,0,22366,0,22366,1,"Não","Masculino",0,"40",0.0217755443886097,0,0.981574539363484,0.0187713310580205,0,0,0,1,"AL","Joaquim Gomes","joaquim gomes","20688797.25",16.8451029160842,0.0686961558491317,0.657539977643014
"65","ALjunqueiro",270400,"2704005",0.575,"AL","junqueiro","Alagoas",7.24522701593643,4.45608996297394,0,25175,1,25175,1,"Não","Masculino",0,"28",0.162668665667166,0,0.986506746626687,0.0113981762917933,0,0,0,1,"AL","Junqueiro","junqueiro","28600719.13",17.1689424198796,0.0537042566055324,0.729219897627766
"67","ALlimoeiro de anadia",270420,"2704203",0.58,"AL","limoeiro de anadia","Alagoas",7.25050065539644,4.43781605631592,0,26236,0,26236,0,"Não","Masculino",1,"42",0.299154334038055,0,0.978858350951374,0.0215982721382289,0,0,0,1,"AL","Limoeiro de Anadia","limoeiro de anadia","22674492.82",16.9367511863504,0.0406740729005413,0.796583292262053
"68","ALmaceio",270430,"2704302",0.721,"AL","maceio","Alagoas",7.30415273322982,0,0,924143,1,924143,1,"Sim","Masculino",0,"51",0.336402853824457,0.00137741046831956,0.903434544549527,0.0666666666666667,0,0,0,1,"AL","Maceio","maceio","995657750.6",20.7189141326011,0.0407931863053845,0.809892785041179
"69","ALmajor isidoro",270440,"2704401",0.566,"AL","major isidoro","Alagoas",7.2262817347289,4.92623867745751,0,19369,0,19369,1,"Não","Masculino",1,"54",0.166032953105196,0,0.901140684410646,0.109704641350211,0,1,0,0,"AL","Major Isidoro","major isidoro","19446655.83",16.783185676485,0.0618229932851481,0.719152746540226
"70","ALmar vermelho",270490,"2704906",0.577,"AL","mar vermelho","Alagoas",7.26965156794351,4.32532399930409,0,4129,0,4129,0,"Não","Feminino",0,"44",0.167582417582418,0,0.854395604395604,0.170418006430868,0,0,0,1,"AL","Mar Vermelho","mar vermelho","7537192.83",15.8353603669484,0.066890900860897,0.712669880856375
"71","ALmaragogi",270450,"2704500",0.574,"AL","maragogi","Alagoas",7.35949946461103,4.52135369989498,0,26520,1,26520,1,"Sim","Masculino",1,"47",0.428438661710037,0.0108342361863489,0.857806691449814,0.085590465872156,0,0,0,1,"AL","Maragogi","maragogi","33185878.44",17.3176349952077,0.0332879545336049,0.853757443904923
"72","ALmaravilha",270460,"2704609",0.569,"AL","maravilha","Alagoas",7.21447498031106,5.21210566972897,0,10452,1,10452,0,"Não","Masculino",1,"48",0.0238095238095238,0.0173697270471464,0.95952380952381,0.0248138957816377,0,0,0,1,"AL","Maravilha","maravilha","13801090.97",16.4402582027998,0.0694581707773851,0.65761978686562
"73","ALmarechal deodoro",270470,"2704708",0.642,"AL","marechal deodoro","Alagoas",7.29213974347906,2.90197089373952,0,46565,0,46565,1,"Não","Masculino",0,"36",0.24988055422838,0.002088772845953,0.914954610606785,0.0454308093994778,0,0,0,1,"AL","Marechal Deodoro","marechal deodoro","67781383.21",18.0317981312823,0.0478005222104417,0.768946639729765
"74","ALmaribondo",270480,"2704807",0.597,"AL","maribondo","Alagoas",7.27010409601667,4.14741128315879,0,14249,0,14249,0,"Não","Masculino",1,"41",0.147350993377483,0,0.937086092715232,0.0671378091872792,0,0,0,1,"AL","Maribondo","maribondo","15466408.39",16.5541810294665,0.0600628507008025,0.714856252226073
"76","ALmessias",270520,"2705200",0.568,"AL","messias","Alagoas",7.30753089927259,3.51393065164939,0,15547,0,15547,0,"Não","Feminino",1,"49",0.0993710691823899,0.0919811320754717,0.533333333333333,0.0259433962264151,1,0,0,0,"AL","Messias","messias","19231385.86",16.7720541825709,0.0637849661806869,0.694510913004598
"77","ALminador do negrao",270530,"2705309",0.563,"AL","minador do negrao","Alagoas",7.24392747059435,4.86960921970947,0,5306,0,5306,0,"Não","Feminino",0,"47",0.231707317073171,0,0.920731707317073,0.0860927152317881,0,0,0,1,"AL","Minador do Negrao","minador do negrao","7993329.46",15.8941179343249,0.0530982983525063,0.75497782146668
"78","ALmonteiropolis",270540,"2705408",0.539,"AL","monteiropolis","Alagoas",7.20519707006232,5.11204802750598,0,7293,0,7293,0,"Sim","Masculino",0,"40",0.0118483412322275,0.0740740740740741,0.639810426540284,0.037037037037037,0,0,0,1,"AL","Monteiropolis","monteiropolis","9655041.17",16.0829907379475,0.0731954862632873,0.649430705349989
"79","ALmurici",270550,"2705507",0.527,"AL","murici","Alagoas",7.30391051776452,3.82820651933504,0,26731,0,26731,0,"Sim","Masculino",1,"29",0.112582781456954,0.0486187845303867,0.749172185430464,0.0298342541436464,0,0,0,1,"AL","Murici","murici","27638930.63",17.1347358668968,0.0616522261732814,0.701232466279996
"80","ALnovo lino",270560,"2705606",0.521,"AL","novo lino","Alagoas",7.33710617021626,4.43153082957697,0,12266,0,12266,0,"Não","Masculino",0,"50",0.205047318611987,0,0.8801261829653,0.136200716845878,1,0,0,0,"AL","Novo Lino","novo lino","14045209.15",16.45779190983,0.0601279630808115,0.735588271727707
"81","ALouro branco",270610,"2706109",0.547,"AL","ouro branco","Alagoas",7.21712056226506,5.22778760035751,0,11381,0,11381,0,"Não","Masculino",0,"39",0.034324942791762,0.0119904076738609,0.954233409610984,0.0191846522781775,0,0,0,1,"AL","Ouro Branco","ouro branco","11848797.47",16.2877369410711,0.067762994544773,0.663644995634577
"82","ALpalmeira dos indios",270630,"2706307",0.638,"AL","palmeira dos indios","Alagoas",7.25543589495129,4.62565885241541,0,72202,0,72202,0,"Não","Masculino",1,"38",0.323342415985468,0,0.931425976385104,0.0433934666016577,0,0,0,1,"AL","Palmeira dos indios","palmeira dos indios","58725508.38",17.8883847454322,0.0400852477369836,0.806130922382963
"83","ALpariconha",270642,"2706422",0.548,"AL","pariconha","Alagoas",7.16878788795913,5.53445611335706,0,10505,0,10505,1,"Sim","Masculino",0,"52",0.143181818181818,0.0451807228915663,0.754545454545455,0.147590361445783,0,0,0,1,"AL","Pariconha","pariconha","12950056.62",16.376610718301,0.0685808796729435,0.702567870133723
"85","ALpaulo jacinto",270660,"2706604",0.589,"AL","paulo jacinto","Alagoas",7.27406367188911,4.34652898232072,0,7752,0,7752,0,"Sim","Masculino",1,"46",0.164383561643836,0,0.938356164383562,0.0656934306569343,0,0,0,1,"AL","Paulo Jacinto","paulo jacinto","10477112.27",16.1647036521315,0.058202878316565,0.723587781817158
"86","ALpenedo",270670,"2706703",0.63,"AL","penedo","Alagoas",7.22371863897181,4.75522678219477,0,60750,1,60750,0,"Não","Masculino",1,"53",0.146477445514445,0.031328320802005,0.808920425747592,0.178571428571429,0,0,0,1,"AL","Penedo","penedo","70183843.4",18.0666286915101,0.0705534722227195,0.700693587864244
"87","ALpindoba",270700,"2707008",0.574,"AL","pindoba","Alagoas",7.27504073184813,4.1658897293852,0,3218,0,3218,0,"Não","Masculino",1,"53",0.10738255033557,0,0.832214765100671,0.201612903225806,0,0,0,1,"AL","Pindoba","pindoba","6541391.66",15.6936604928453,0.0757104259967139,0.678688771112865
"88","ALpiranhas",270710,"2707107",0.589,"AL","piranhas","Alagoas",7.16857219307411,5.40137022160412,0,24651,0,24651,0,"Não","Feminino",1,"25",0.205855443732845,0,0.89295516925892,0.0891393442622951,1,0,0,0,"AL","Piranhas","piranhas","35958612.8",17.3978791906278,0.0559948851097312,0.741623003178287
